target,credit_amount,duration_months,age_years,installment_rate_pct,checking_status_ord,employment_since_ord,credit_history_ord,debtors_co_applicant,property_Immobilien,property_None,instplan_bank,instplan_none,housing_free,housing_own,housing_rent,Status_bin,purpose_Consumption
2,-0.6247242735206675,-0.738667542842371,-0.0480220398264823,0.9184771676276684,-0.0010454173182449,0.0,-1.3440140832958607,0,0,0,0,1,0,1,0,1,1.0
1,0.1125923084300374,1.2525737273156552,-0.7516416709837335,0.9184771676276684,-1.0464627355633285,0.0,2.350869994493447,0,0,0,0,1,0,1,0,1,0.0
1,0.3013330775870336,0.2569530922366421,-0.9275465787730462,0.9184771676276684,-1.0464627355633285,-1.1578146534303573,0.5034279555987932,0,0,0,0,1,0,1,0,1,1.0
1,-0.3995396566605927,0.2569530922366421,0.039930414068174,0.9184771676276684,-1.0464627355633285,1.2905989913062863,0.5034279555987932,0,1,0,0,1,0,1,0,1,1.0
2,0.1528723506281768,0.2569530922366421,-1.3673088482463285,0.0241469167730741,1.0443719009268386,-0.341676771851476,0.5034279555987932,0,0,0,0,1,0,0,1,0,1.0
1,-0.2453246379591445,-0.738667542842371,-0.0480220398264823,0.0241469167730741,-0.0010454173182449,0.0,0.5034279555987932,0,1,0,0,1,0,1,0,0,1.0
2,1.0294427927495924,0.0080479334668887,-0.5757367631944207,-1.7645135849361149,-1.0464627355633285,0.0,2.350869994493447,0,0,0,1,0,0,1,0,0,1.0
1,0.1302388031073175,-0.2408572253028645,-0.6636892170890771,0.9184771676276684,-0.0010454173182449,-0.341676771851476,0.5034279555987932,0,0,0,0,1,0,1,0,1,1.0
2,2.3011412678622807,0.5058582510063954,0.5676451374361124,-0.8701833340815202,1.0443719009268386,0.0,2.350869994493447,0,0,1,0,1,1,0,0,0,0.0
1,-0.3953198427160257,-0.738667542842371,-1.279356394351672,0.9184771676276684,-0.0010454173182449,0.0,0.5034279555987932,0,0,0,0,1,0,1,0,1,1.0
1,0.4121990984942936,1.7503840448551615,2.5905515770132093,0.9184771676276684,-0.0010454173182449,-1.9739525350092384,-1.3440140832958607,1,0,0,0,1,0,1,0,1,0.0
2,-0.4900738467440299,-0.2408572253028645,-0.2239269476157951,0.9184771676276684,1.0443719009268386,-0.341676771851476,0.5034279555987932,0,0,0,0,1,0,1,0,0,1.0
2,0.1505706339311403,1.2525737273156552,0.479692683541456,-0.8701833340815202,-0.0010454173182449,1.2905989913062863,0.5034279555987932,0,0,0,1,0,0,1,0,1,1.0
1,-0.0531312937565934,0.7547634097761486,0.039930414068174,0.9184771676276684,1.0443719009268386,1.0,-1.3440140832958607,0,1,0,0,1,0,1,0,1,1.0
1,0.8479907931332119,0.7547634097761486,-0.8395941248783899,0.9184771676276684,-1.0464627355633285,0.4744611097274053,-1.3440140832958607,0,0,0,0,1,0,0,1,0,1.0
2,1.3931140308813657,2.2481943623946683,-1.1914039404570154,-0.8701833340815202,1.0443719009268386,0.0,0.5034279555987932,0,1,0,0,1,0,1,0,0,1.0
2,-0.3700009590486238,0.2569530922366421,-0.9275465787730462,0.0241469167730741,1.0443719009268386,0.0,0.5034279555987932,0,0,0,0,1,0,1,0,0,1.0
1,0.2526134074997602,0.2569530922366421,-0.3118794015104515,0.9184771676276684,-1.0464627355633285,-0.341676771851476,-0.4202930638485338,0,1,0,0,1,0,1,0,1,0.0
2,0.1348422365013906,1.2525737273156552,1.2712647685933636,0.9184771676276684,1.0443719009268386,0.0,0.5034279555987932,1,0,1,0,1,1,0,0,0,1.0
1,0.4206387263834276,0.5058582510063954,-0.7516416709837335,0.0241469167730741,-0.0010454173182449,0.0,0.5034279555987932,0,0,0,0,1,0,1,0,1,1.0
1,0.4325309293181164,-0.738667542842371,-0.0480220398264823,0.9184771676276684,-1.0464627355633285,-0.341676771851476,1.42714897504612,0,1,0,0,1,0,1,0,0,0.0
2,-0.613982928934497,-0.738667542842371,0.479692683541456,0.9184771676276684,-1.0464627355633285,1.2905989913062863,0.5034279555987932,0,0,0,1,0,0,1,0,1,0.0
1,-0.7156420830536108,-1.2364778603818776,-1.1914039404570154,0.0241469167730741,1.0443719009268386,-1.1578146534303573,0.5034279555987932,0,0,0,0,1,0,1,0,0,0.0
2,0.4083629039992327,-1.2364778603818776,0.7435500452254252,-1.7645135849361149,-0.0010454173182449,-0.341676771851476,-1.3440140832958607,0,1,0,0,1,0,0,1,0,1.0
1,-0.7256161887407692,-1.2364778603818776,1.1833123146987072,-0.8701833340815202,-0.0010454173182449,0.0,0.5034279555987932,0,0,0,1,0,0,1,0,0,1.0
1,0.0331830823822767,-0.9875727016121244,-0.3998318554051079,-0.8701833340815202,-1.0464627355633285,-1.9739525350092384,-1.3440140832958607,0,0,0,0,1,0,1,0,1,1.0
1,-0.1179629807231226,-0.738667542842371,2.238741761434584,0.9184771676276684,-1.0464627355633285,0.0,-1.3440140832958607,0,0,0,0,1,0,1,0,0,1.0
2,2.6667306032415845,1.2525737273156552,-1.0154990326677027,-0.8701833340815202,-0.0010454173182449,0.4744611097274053,0.5034279555987932,0,0,0,0,1,0,1,0,1,1.0
1,0.4996643329816821,0.7547634097761486,1.8869319458559584,0.9184771676276684,-0.0010454173182449,1.2905989913062863,0.5034279555987932,0,0,0,0,1,0,0,1,0,1.0
1,1.6731562290208113,2.2481943623946683,0.2158353218574868,0.9184771676276684,1.0443719009268386,-0.341676771851476,-0.4202930638485338,0,0,1,0,1,1,0,0,1,0.0
2,2.575812793708641,1.2525737273156552,-0.5757367631944207,0.9184771676276684,1.0443719009268386,-1.1578146534303573,0.5034279555987932,1,0,1,0,1,0,0,1,1,1.0
1,-0.3561906588664045,-0.9875727016121244,-0.7516416709837335,-0.8701833340815202,1.0443719009268386,-0.341676771851476,0.5034279555987932,0,1,0,1,0,0,1,0,0,1.0
1,-0.4870048911479812,-1.2364778603818776,-0.0480220398264823,0.9184771676276684,1.0443719009268386,0.0,-0.4202930638485338,0,0,0,0,0,0,1,0,1,1.0
2,4.824590006713341,-1.2364778603818776,2.8544089386971785,-1.7645135849361149,-0.0010454173182449,1.0,0.5034279555987932,0,0,1,1,0,0,1,0,1,1.0
1,0.0109331543109235,1.2525737273156552,0.919454953014738,0.0241469167730741,-0.0010454173182449,-0.341676771851476,-1.3440140832958607,0,0,0,0,1,0,1,0,0,1.0
1,0.2798503884146926,-0.2408572253028645,0.8315024991200816,-1.7645135849361149,2.089789219171922,-1.1578146534303573,0.5034279555987932,0,0,0,0,0,0,1,0,0,1.0
1,-0.1616955979668169,-1.2364778603818776,-0.1359744937211387,-1.7645135849361149,-1.0464627355633285,0.0,-1.3440140832958607,0,1,0,0,1,0,1,0,1,1.0
1,0.0550493910041239,0.2569530922366421,-0.7516416709837335,0.9184771676276684,-1.0464627355633285,0.4744611097274053,-1.3440140832958607,0,0,0,0,1,0,1,0,0,1.0
1,0.3304881557494965,0.2569530922366421,-0.8395941248783899,0.9184771676276684,-1.0464627355633285,-1.1578146534303573,0.5034279555987932,0,0,0,0,1,0,1,0,0,1.0
1,2.3598350436367124,-0.2408572253028645,-1.103451486562359,-1.7645135849361149,-0.0010454173182449,0.0,-0.4202930638485338,0,0,0,0,1,0,0,1,0,0.0
2,1.4978421405965283,2.2481943623946683,1.2712647685933636,0.9184771676276684,1.0443719009268386,1.2905989913062863,-0.4202930638485338,0,0,1,0,1,1,0,0,1,0.0
1,-0.6366164764553562,-1.2364778603818776,-1.103451486562359,-0.8701833340815202,-1.0464627355633285,0.4744611097274053,0.5034279555987932,0,1,0,0,1,0,0,1,0,0.0
2,-0.5153927304114319,-0.2408572253028645,-1.103451486562359,-1.7645135849361149,-0.0010454173182449,0.0,0.5034279555987932,0,0,0,0,1,0,1,0,0,1.0
2,1.5914452862760142,-0.738667542842371,1.4471696763826765,-0.8701833340815202,1.0443719009268386,0.0,0.5034279555987932,0,0,1,0,1,0,1,0,1,1.0
2,-0.1302388031073175,-0.9875727016121244,-1.4552613021409846,-0.8701833340815202,-1.0464627355633285,0.0,0.5034279555987932,1,0,0,0,1,0,0,1,0,1.0
1,-0.1030018221923851,-0.2408572253028645,-0.2239269476157951,0.9184771676276684,-1.0464627355633285,0.0,0.5034279555987932,0,1,0,0,1,0,1,0,1,1.0
1,-0.2829193440107413,-0.2408572253028645,0.919454953014738,0.9184771676276684,-1.0464627355633285,1.0,-1.3440140832958607,0,0,0,0,1,0,1,0,1,1.0
2,-0.4233240625299703,-0.2408572253028645,-1.103451486562359,0.9184771676276684,-0.0010454173182449,-1.1578146534303573,0.5034279555987932,0,0,0,0,1,0,0,1,0,1.0
1,-0.3554234199673923,-0.738667542842371,1.0074074069093943,0.9184771676276684,-1.0464627355633285,1.2905989913062863,0.5034279555987932,0,0,0,1,0,0,1,0,1,0.0
2,0.707969694063489,-0.2408572253028645,0.039930414068174,-0.8701833340815202,-1.0464627355633285,0.0,2.350869994493447,0,0,0,0,0,0,1,0,1,0.0
1,0.1160448834755922,-0.2408572253028645,-0.1359744937211387,0.9184771676276684,1.0443719009268386,-0.341676771851476,0.5034279555987932,0,0,0,0,1,0,1,0,1,1.0
1,-0.3676992423515872,-1.2364778603818776,0.3917402296467996,-0.8701833340815202,-0.0010454173182449,1.0,-1.3440140832958607,0,1,0,0,1,0,1,0,1,1.0
1,-0.068476071736837,-0.738667542842371,-0.0480220398264823,0.0241469167730741,-1.0464627355633285,0.4744611097274053,0.5034279555987932,0,0,1,0,1,0,1,0,1,1.0
1,-0.4152680540903424,-1.2364778603818776,-0.7516416709837335,-1.7645135849361149,-1.0464627355633285,0.0,-1.3440140832958607,0,0,0,0,1,0,1,0,0,1.0
1,0.1448163421885489,-0.9875727016121244,-0.3118794015104515,-1.7645135849361149,-1.0464627355633285,0.0,0.5034279555987932,0,1,0,0,1,0,1,0,1,1.0
1,-0.4271602570250312,-0.9875727016121244,-0.9275465787730462,0.9184771676276684,1.0443719009268386,1.2905989913062863,0.5034279555987932,0,1,0,0,1,0,1,0,0,1.0
1,-0.3765224896902273,-1.2364778603818776,2.3266942153292405,-1.7645135849361149,-1.0464627355633285,0.0,0.5034279555987932,0,1,0,0,1,0,1,0,0,1.0
1,0.652344873885106,0.2569530922366421,-0.7516416709837335,-0.8701833340815202,-0.0010454173182449,-0.341676771851476,0.5034279555987932,0,0,0,0,0,0,1,0,1,1.0
1,0.0013426680732713,1.2525737273156552,-1.0154990326677027,0.9184771676276684,1.0443719009268386,0.4744611097274053,0.5034279555987932,0,0,0,0,1,0,0,1,1,1.0
1,-0.4770307854608228,-0.738667542842371,-0.8395941248783899,-0.8701833340815202,-1.0464627355633285,0.0,0.5034279555987932,0,1,0,0,1,0,1,0,0,0.0
1,0.6112975927879544,1.2525737273156552,-1.103451486562359,-0.8701833340815202,2.089789219171922,0.0,0.5034279555987932,0,1,0,0,1,0,1,0,1,1.0
1,-0.4708928742687254,-0.738667542842371,1.1833123146987072,0.9184771676276684,1.0443719009268386,0.0,0.5034279555987932,0,1,0,0,1,0,1,0,0,1.0
1,-0.0569674882516543,-0.738667542842371,0.2158353218574868,0.9184771676276684,-0.0010454173182449,1.0,-1.3440140832958607,0,0,0,1,0,0,1,0,1,1.0
1,4.387263834276398,3.2438149974736814,2.4146466692238966,-0.8701833340815202,-1.0464627355633285,1.0,-1.3440140832958607,0,0,1,1,0,1,0,0,1,1.0
1,0.16629903136089,-0.9875727016121244,-0.0480220398264823,0.0241469167730741,-1.0464627355633285,1.2905989913062863,0.5034279555987932,1,0,0,0,1,0,1,0,1,1.0
1,-0.136760333748921,-0.738667542842371,-0.3998318554051079,0.9184771676276684,-1.0464627355633285,0.0,0.5034279555987932,0,0,0,0,1,0,0,1,1,1.0
1,0.0799846552220197,0.5058582510063954,-0.3118794015104515,0.9184771676276684,1.0443719009268386,-1.1578146534303573,0.5034279555987932,0,0,0,0,1,0,1,0,0,0.0
1,2.779898340845881,1.2525737273156552,-0.3998318554051079,-0.8701833340815202,-1.0464627355633285,0.0,-1.3440140832958607,0,0,0,0,0,0,1,0,0,1.0
1,0.0481442409130142,-0.738667542842371,-0.8395941248783899,-0.8701833340815202,-1.0464627355633285,0.0,0.5034279555987932,0,0,0,0,1,0,0,1,0,1.0
1,0.9500335667018318,1.7503840448551615,1.798979491961302,0.9184771676276684,2.089789219171922,1.0,-1.3440140832958607,0,0,1,0,1,1,0,0,1,1.0
2,-0.157859403471756,0.7547634097761486,2.678504030907866,0.9184771676276684,2.089789219171922,1.0,-0.4202930638485338,0,1,0,0,1,0,1,0,1,0.0
1,-0.4877721300469934,-0.90460431535554,-1.103451486562359,0.9184771676276684,1.0443719009268386,-0.341676771851476,1.42714897504612,0,1,0,0,0,0,1,0,1,1.0
1,0.9078354272561618,1.2525737273156552,-0.3118794015104515,-0.8701833340815202,-1.0464627355633285,0.0,0.5034279555987932,0,0,1,0,1,1,0,0,1,1.0
2,0.4091301428982449,-0.738667542842371,-0.0480220398264823,0.0241469167730741,-0.0010454173182449,1.2905989913062863,0.5034279555987932,0,0,1,0,1,1,0,0,1,1.0
1,0.3178287139157955,0.2569530922366421,-0.3998318554051079,0.0241469167730741,2.089789219171922,-0.341676771851476,-1.3440140832958607,0,0,0,0,1,0,1,0,1,1.0
1,0.0155365877049966,-0.4897623840726178,0.039930414068174,-0.8701833340815202,2.089789219171922,0.0,-1.3440140832958607,0,0,0,0,1,0,1,0,1,1.0
1,0.0270451711901793,-0.738667542842371,1.2712647685933636,0.9184771676276684,-1.0464627355633285,0.0,0.5034279555987932,0,0,0,0,1,0,1,0,1,1.0
2,2.20408554713724,1.2525737273156552,-0.9275465787730462,0.0241469167730741,-0.0010454173182449,-0.341676771851476,-1.3440140832958607,0,0,1,0,1,0,1,0,0,0.0
1,1.8173971420351007,-0.0749204527896956,0.039930414068174,0.0241469167730741,1.0443719009268386,0.4744611097274053,-0.4202930638485338,0,0,0,1,0,0,0,1,1,1.0
2,-0.3876474537259039,-0.90460431535554,-0.7516416709837335,0.9184771676276684,-1.0464627355633285,0.0,0.5034279555987932,0,0,0,0,1,0,1,0,1,1.0
1,1.9765992135801285,-0.738667542842371,-1.0154990326677027,-1.7645135849361149,1.0443719009268386,-1.9739525350092384,0.5034279555987932,0,1,0,0,1,0,0,1,0,1.0
1,-0.4674402992231706,-0.738667542842371,-0.7516416709837335,0.0241469167730741,-1.0464627355633285,-0.341676771851476,0.5034279555987932,0,1,0,0,1,0,1,0,0,1.0
1,-0.3914836482209648,-1.2364778603818776,3.382123662065117,-1.7645135849361149,2.089789219171922,-0.341676771851476,-1.3440140832958607,0,1,0,0,1,0,1,0,1,1.0
1,0.2691090438285221,0.2569530922366421,-1.0154990326677027,-0.8701833340815202,-0.0010454173182449,-0.341676771851476,0.5034279555987932,0,1,0,0,1,0,0,1,0,1.0
1,-0.3477510309772705,0.2569530922366421,-0.6636892170890771,0.9184771676276684,-1.0464627355633285,-0.341676771851476,0.5034279555987932,0,0,0,0,1,0,1,0,0,1.0
2,-0.4006905150091109,-0.4897623840726178,-1.0154990326677027,0.9184771676276684,-0.0010454173182449,-0.341676771851476,0.5034279555987932,0,0,0,0,1,0,0,1,0,1.0
1,-0.5982545315047473,-1.0705410878687087,0.7435500452254252,0.9184771676276684,1.0443719009268386,0.4744611097274053,0.5034279555987932,0,1,0,0,1,0,1,0,0,1.0
1,-0.4106646206962693,0.2569530922366421,-0.6636892170890771,0.9184771676276684,-1.0464627355633285,0.0,0.5034279555987932,0,1,0,0,1,0,1,0,0,1.0
1,-0.0377865157763498,-0.4897623840726178,-1.3673088482463285,-0.8701833340815202,-1.0464627355633285,0.0,0.5034279555987932,0,0,0,0,1,0,0,1,0,1.0
1,-0.5514529586650043,-0.6556991565857866,-1.103451486562359,0.9184771676276684,1.0443719009268386,-1.1578146534303573,-1.3440140832958607,0,1,0,0,1,0,1,0,1,1.0
1,-0.4747290687637863,-0.9875727016121244,-0.7516416709837335,0.9184771676276684,1.0443719009268386,1.2905989913062863,0.5034279555987932,0,0,0,0,1,0,1,0,1,1.0
2,2.088232473386401,2.2481943623946683,0.5676451374361124,0.9184771676276684,-0.0010454173182449,1.0,0.5034279555987932,0,0,1,1,0,1,0,0,1,1.0
1,-0.3255011029059173,-0.4897623840726178,-0.0480220398264823,0.9184771676276684,-1.0464627355633285,1.0,-1.3440140832958607,0,0,1,0,1,1,0,0,1,1.0
1,0.0719286467823918,-0.9875727016121244,1.35921722248802,-0.8701833340815202,-1.0464627355633285,0.0,0.5034279555987932,0,0,1,0,1,1,0,0,1,1.0
1,-0.0772993190754771,-0.9875727016121244,0.1278828679628304,-0.8701833340815202,1.0443719009268386,-0.341676771851476,0.5034279555987932,0,1,0,0,1,0,1,0,1,1.0
2,3.93574374220773,0.2569530922366421,0.7435500452254252,0.9184771676276684,1.0443719009268386,1.2905989913062863,0.5034279555987932,0,0,1,0,1,1,0,0,0,1.0
1,0.2027428790639685,-0.90460431535554,-0.3118794015104515,-1.7645135849361149,-1.0464627355633285,0.0,0.5034279555987932,1,1,0,0,1,0,1,0,1,1.0
1,-0.6320130430612833,-1.2364778603818776,1.6230745841719891,-1.7645135849361149,-1.0464627355633285,-1.9739525350092384,0.5034279555987932,0,1,0,0,1,0,1,0,0,1.0
2,-0.3385441641891243,-0.9875727016121244,-0.5757367631944207,-0.8701833340815202,1.0443719009268386,0.4744611097274053,1.42714897504612,0,0,1,0,1,0,1,0,1,1.0
2,-0.1475016783350916,0.2569530922366421,-0.3998318554051079,0.9184771676276684,1.0443719009268386,0.0,-1.3440140832958607,0,1,0,0,1,0,1,0,0,1.0
1,-0.5303538889421694,0.2569530922366421,-0.7516416709837335,0.9184771676276684,-1.0464627355633285,0.0,0.5034279555987932,0,0,0,0,1,0,1,0,0,0.0
1,-0.1916179150282919,-0.2408572253028645,-0.4877843092997643,-0.8701833340815202,-1.0464627355633285,0.0,0.5034279555987932,0,0,0,0,1,0,1,0,0,1.0
1,-0.5222978805025414,-0.738667542842371,1.0074074069093943,-0.8701833340815202,1.0443719009268386,0.4744611097274053,-1.3440140832958607,0,1,0,0,1,0,1,0,1,1.0
2,-0.0362520379783255,1.2525737273156552,1.8869319458559584,0.9184771676276684,1.0443719009268386,1.2905989913062863,-0.4202930638485338,0,0,1,1,0,1,0,0,1,1.0
1,-0.4294619737220677,-0.738667542842371,-1.103451486562359,0.9184771676276684,-0.0010454173182449,-0.341676771851476,0.5034279555987932,0,0,0,1,0,0,0,1,0,0.0
1,-0.3316390140980148,-1.4024146328950464,0.5676451374361124,-0.8701833340815202,-1.0464627355633285,0.0,-1.3440140832958607,0,1,0,0,1,0,1,0,1,1.0
1,-0.3301045362999904,-0.4897623840726178,0.6555975913307688,0.9184771676276684,-1.0464627355633285,-0.341676771851476,-1.3440140832958607,0,0,0,0,1,0,1,0,0,1.0
2,1.587609091780953,-0.2408572253028645,0.3037877757521432,-0.8701833340815202,-1.0464627355633285,1.2905989913062863,1.42714897504612,0,0,1,1,0,0,1,0,1,1.0
2,-0.3442984559317157,-0.9875727016121244,-0.7516416709837335,0.0241469167730741,-0.0010454173182449,0.0,0.5034279555987932,0,0,1,0,1,1,0,0,1,1.0
1,-0.0665579744893066,-0.90460431535554,-1.103451486562359,-1.7645135849361149,-1.0464627355633285,0.0,-1.3440140832958607,0,1,0,0,1,0,0,1,0,1.0
1,-0.2936606885969118,-1.2364778603818776,-1.0154990326677027,-1.7645135849361149,-1.0464627355633285,0.0,-1.3440140832958607,0,0,0,0,1,0,0,1,0,1.0
1,2.730027812410089,2.746004679934175,0.3037877757521432,-0.8701833340815202,-1.0464627355633285,-0.341676771851476,2.350869994493447,0,0,0,0,1,0,1,0,1,1.0
1,0.0036443847703078,-1.1535094741252931,0.8315024991200816,-1.7645135849361149,1.0443719009268386,0.0,0.5034279555987932,0,1,0,0,1,0,1,0,0,1.0
1,0.8464563153351875,0.5058582510063954,-0.3118794015104515,0.9184771676276684,-1.0464627355633285,-1.1578146534303573,-1.3440140832958607,0,1,0,0,0,0,1,0,1,1.0
1,2.414309005466577,0.5058582510063954,-0.7516416709837335,-0.8701833340815202,-1.0464627355633285,-0.341676771851476,-0.4202930638485338,0,0,0,0,1,0,1,0,1,1.0
2,1.981586266423708,0.7547634097761486,1.5351221302773328,0.9184771676276684,-1.0464627355633285,-1.9739525350092384,1.42714897504612,0,1,0,1,0,0,1,0,0,1.0
2,-0.0281960295386976,-0.738667542842371,2.150789307539928,0.0241469167730741,-0.0010454173182449,1.2905989913062863,-1.3440140832958607,0,0,0,0,1,0,1,0,1,1.0
1,1.468687062434065,-0.0749204527896956,-0.3998318554051079,0.0241469167730741,1.0443719009268386,0.0,2.350869994493447,0,0,0,1,0,0,1,0,0,1.0
1,-0.7041334995684281,-1.2364778603818776,-0.6636892170890771,0.0241469167730741,1.0443719009268386,0.0,0.5034279555987932,0,1,0,1,0,0,1,0,0,1.0
2,-0.2967296441929606,0.2569530922366421,-1.0154990326677027,0.9184771676276684,-0.0010454173182449,0.0,1.42714897504612,0,0,0,1,0,0,0,1,1,1.0
1,-0.3489018893257888,-0.738667542842371,-0.3998318554051079,-0.8701833340815202,1.0443719009268386,0.0,2.350869994493447,0,1,0,0,1,0,1,0,1,0.0
1,-0.6343147597583197,-1.2364778603818776,0.3037877757521432,0.0241469167730741,-0.0010454173182449,0.0,-1.3440140832958607,0,1,0,0,1,0,1,0,0,1.0
1,-0.1102905917330008,0.2569530922366421,2.150789307539928,0.9184771676276684,-1.0464627355633285,1.0,-0.4202930638485338,0,0,1,0,1,1,0,0,1,1.0
2,0.6120648316869666,0.5058582510063954,0.039930414068174,0.9184771676276684,1.0443719009268386,-0.341676771851476,0.5034279555987932,0,0,0,0,1,0,1,0,1,0.0
1,0.1313896614558358,-0.2408572253028645,-0.3118794015104515,0.9184771676276684,-1.0464627355633285,0.0,0.5034279555987932,0,0,0,0,1,0,1,0,1,1.0
2,0.1636136952143473,1.2525737273156552,-0.3998318554051079,0.9184771676276684,-0.0010454173182449,1.2905989913062863,1.42714897504612,0,0,0,1,0,0,1,0,1,1.0
2,0.0838208497170806,0.2569530922366421,1.0074074069093943,0.9184771676276684,-1.0464627355633285,1.2905989913062863,-0.4202930638485338,0,0,0,0,1,0,1,0,1,1.0
1,-0.4290783542725616,0.2569530922366421,-0.8395941248783899,0.9184771676276684,1.0443719009268386,0.0,0.5034279555987932,0,0,0,0,1,0,1,0,1,1.0
2,-0.7236980914932387,-0.2408572253028645,-1.1914039404570154,0.0241469167730741,-1.0464627355633285,-1.9739525350092384,0.5034279555987932,1,1,0,0,1,0,0,1,0,1.0
1,0.4662894408746523,1.2525737273156552,0.1278828679628304,0.9184771676276684,-1.0464627355633285,1.0,-1.3440140832958607,0,0,0,0,1,0,1,0,1,1.0
1,-0.3358588280425817,-0.4897623840726178,-1.103451486562359,0.9184771676276684,1.0443719009268386,-1.1578146534303573,0.5034279555987932,0,0,0,0,1,0,1,0,1,1.0
1,0.580224417377961,0.7547634097761486,-1.1914039404570154,-0.8701833340815202,1.0443719009268386,-1.1578146534303573,0.5034279555987932,0,0,0,0,1,0,1,0,0,1.0
1,-0.4685911575716889,-0.2408572253028645,2.5905515770132093,0.9184771676276684,-1.0464627355633285,1.0,-1.3440140832958607,0,0,0,0,1,0,1,0,0,1.0
1,1.6474537259039033,1.2525737273156552,-0.1359744937211387,0.9184771676276684,-1.0464627355633285,1.2905989913062863,-1.3440140832958607,0,0,0,0,1,0,1,0,1,1.0
1,-0.3489018893257888,-0.5727307703292022,-0.0480220398264823,-1.7645135849361149,1.0443719009268386,0.0,0.5034279555987932,0,1,0,0,1,0,1,0,0,1.0
2,-0.5959528148077108,-0.738667542842371,2.678504030907866,0.9184771676276684,1.0443719009268386,0.0,0.5034279555987932,0,1,0,0,1,0,1,0,1,1.0
1,0.9178095329433202,0.2569530922366421,0.1278828679628304,0.9184771676276684,1.0443719009268386,0.0,-0.4202930638485338,0,0,0,1,0,0,1,0,1,0.0
1,-0.2879063968543205,-0.4897623840726178,-0.1359744937211387,0.9184771676276684,-1.0464627355633285,0.0,1.42714897504612,0,0,0,1,0,0,1,0,1,1.0
1,0.818835714970749,1.2525737273156552,-0.1359744937211387,0.9184771676276684,-1.0464627355633285,0.0,-0.4202930638485338,0,1,0,0,1,0,1,0,0,1.0
1,0.3358588280425817,-0.9875727016121244,-0.2239269476157951,-1.7645135849361149,1.0443719009268386,0.0,0.5034279555987932,0,1,0,0,1,0,1,0,0,1.0
1,0.6212716984751127,-0.8216359290989554,0.3917402296467996,-1.7645135849361149,-0.0010454173182449,0.0,-1.3440140832958607,0,1,0,0,1,0,1,0,1,1.0
1,1.3240625299702695,0.7547634097761486,-0.9275465787730462,0.9184771676276684,-1.0464627355633285,0.4744611097274053,-1.3440140832958607,0,0,0,0,1,0,1,0,0,1.0
1,-0.1003164860458425,0.2569530922366421,-0.2239269476157951,0.9184771676276684,-1.0464627355633285,-0.341676771851476,-1.3440140832958607,0,1,0,0,1,0,1,0,0,0.0
2,-0.0980147693488059,0.2569530922366421,-0.1359744937211387,0.0241469167730741,1.0443719009268386,-1.9739525350092384,-0.4202930638485338,0,0,0,0,1,0,1,0,0,1.0
1,-0.2752469550206195,0.0080479334668887,-0.4877843092997643,0.9184771676276684,-0.0010454173182449,0.0,-1.3440140832958607,0,0,0,0,1,0,1,0,0,1.0
1,1.7349189603912918,0.2569530922366421,0.919454953014738,-0.8701833340815202,-1.0464627355633285,1.0,-1.3440140832958607,0,0,0,0,1,0,1,0,1,1.0
2,0.6289440874652344,-0.4897623840726178,-0.5757367631944207,0.0241469167730741,-0.0010454173182449,0.0,0.5034279555987932,0,0,0,0,1,0,1,0,0,1.0
1,1.8829960679006423,-0.8216359290989554,0.3037877757521432,-1.7645135849361149,-1.0464627355633285,-0.341676771851476,-1.3440140832958607,0,0,0,0,1,0,1,0,1,1.0
1,0.4789488827083533,-0.4897623840726178,1.6230745841719891,0.9184771676276684,-1.0464627355633285,0.0,0.5034279555987932,0,0,0,1,0,0,0,1,0,1.0
1,-0.1375275726479332,-0.2408572253028645,-1.103451486562359,0.0241469167730741,2.089789219171922,0.0,0.5034279555987932,0,0,0,0,1,0,1,0,0,1.0
1,0.0024935264217895,-0.4897623840726178,-0.7516416709837335,-0.8701833340815202,1.0443719009268386,1.0,-1.3440140832958607,0,0,0,1,0,0,1,0,1,0.0
2,-0.6274096096672102,-0.738667542842371,0.3917402296467996,0.9184771676276684,-0.0010454173182449,-0.341676771851476,0.5034279555987932,0,0,0,0,1,0,0,1,1,0.0
2,-0.1850963843866884,0.2569530922366421,-0.1359744937211387,0.9184771676276684,1.0443719009268386,0.4744611097274053,1.42714897504612,0,0,1,1,0,1,0,0,0,0.0
1,-0.4471084683993478,-0.9875727016121244,0.1278828679628304,-0.8701833340815202,1.0443719009268386,0.0,-1.3440140832958607,0,1,0,0,1,0,1,0,1,1.0
1,-0.2184712764937182,-1.2364778603818776,0.8315024991200816,-0.8701833340815202,-1.0464627355633285,1.2905989913062863,1.42714897504612,0,0,0,1,0,0,1,0,1,1.0
2,-0.6040088232473386,-0.9875727016121244,-0.6636892170890771,0.0241469167730741,2.089789219171922,-0.341676771851476,0.5034279555987932,0,1,0,0,1,0,1,0,0,1.0
1,-0.6093794955404239,-1.0705410878687087,1.0074074069093943,0.9184771676276684,-0.0010454173182449,1.2905989913062863,-1.3440140832958607,0,1,0,0,1,0,1,0,1,1.0
2,-0.3228157667593747,-0.9875727016121244,-1.1914039404570154,0.9184771676276684,-1.0464627355633285,0.4744611097274053,0.5034279555987932,0,0,0,0,1,0,1,0,1,1.0
2,-0.1524887311786707,-0.738667542842371,0.1278828679628304,0.9184771676276684,1.0443719009268386,0.0,0.5034279555987932,0,0,0,0,1,0,1,0,1,1.0
